Order,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Age,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Misc Val,SalePrice
675,80,9000,6,6,1958,65,0,0,160,160,1142,0,0,1142,2,5,1,1,384,0,28,0,113500
676,60,12144,5,7,1949,74,375,0,457,832,1036,0,232,1268,3,6,1,1,288,0,28,0,133000
677,60,8544,3,4,1950,73,0,0,0,0,1040,0,0,1040,2,6,0,2,400,0,0,0,92900
678,60,8064,6,5,1950,73,621,0,174,795,765,368,0,1133,3,5,0,2,900,0,0,0,128500
679,60,7200,4,5,1949,74,0,0,0,0,1040,0,0,1040,2,6,0,2,420,0,0,0,90000
680,60,7200,5,4,1950,73,180,352,676,1208,1136,768,0,1904,3,7,0,1,240,0,0,0,138000
681,71,7350,5,6,1958,65,0,0,1041,1041,1041,0,0,1041,3,6,0,1,294,0,0,0,128000
682,70,7560,5,6,1958,65,504,0,525,1029,1339,0,0,1339,3,6,0,1,294,0,0,0,139000
683,60,7200,5,7,1952,71,630,102,0,732,732,0,0,732,2,4,0,1,240,0,68,0,118900
684,80,8000,5,5,1959,64,433,95,0,528,1183,0,0,1183,3,6,0,1,288,0,0,0,138000
685,70,7931,5,5,1959,64,1148,0,0,1148,1148,0,0,1148,3,6,0,1,672,0,0,0,132500
686,60,10800,4,7,1949,74,0,0,832,832,832,629,0,1461,4,6,0,1,384,0,204,0,133500
687,60,8064,6,7,1948,75,120,0,744,864,1064,0,431,1495,3,6,0,2,576,180,36,0,135000
688,76,7570,6,5,1964,59,0,0,780,780,993,813,0,1806,4,8,0,2,483,0,55,0,144750
689,75,8604,5,7,1978,45,941,0,0,941,941,0,0,941,2,4,0,2,564,0,40,0,145000
690,80,7936,6,6,1963,60,826,0,219,1045,1045,0,0,1045,3,6,1,1,264,0,0,0,127000
691,60,6600,5,5,1962,61,0,0,894,894,894,0,0,894,2,5,0,1,308,0,0,0,109500
692,,3950,6,8,1926,97,468,0,350,818,818,406,0,1224,3,5,0,1,210,0,0,0,115000
693,60,10440,5,6,1910,113,0,0,440,440,682,548,0,1230,2,5,0,2,440,74,0,0,110000
694,68,4080,6,8,1935,88,0,0,901,901,861,517,0,1378,3,6,0,1,162,54,0,0,128900
695,57,10307,6,5,1910,113,633,0,339,972,972,972,0,1944,4,12,0,2,324,0,28,0,103500
696,52,5720,5,6,1941,82,0,0,676,676,676,455,0,1131,3,5,0,1,200,26,0,0,66500
697,90,15660,5,8,1910,113,0,0,240,240,810,496,0,1306,3,6,0,2,472,0,0,0,130000
698,90,9900,5,8,1910,113,0,0,504,504,764,700,0,1464,3,7,0,0,0,0,0,0,129000
699,57,6406,5,6,1939,84,421,0,269,690,868,690,0,1558,3,7,1,2,400,0,36,0,150000
700,60,6600,5,4,1892,131,0,0,994,994,1378,994,0,2372,4,11,0,1,432,0,287,0,107500
701,63,7627,4,6,1920,103,0,0,600,600,1101,600,0,1701,4,8,0,0,0,0,0,0,94550
702,60,7596,5,5,1952,71,0,0,960,960,960,1000,0,1960,4,10,0,2,400,0,0,0,124500
703,60,3378,7,8,1946,77,0,0,651,651,707,682,0,1389,3,6,2,1,240,0,0,0,135000
704,56,10134,5,5,1910,113,0,0,801,801,801,646,0,1447,3,6,0,0,0,80,0,0,103000
705,60,6000,4,4,1953,70,0,0,936,936,936,0,0,936,2,4,0,2,576,0,32,0,93000
706,50,6000,5,7,1950,73,384,0,384,768,768,560,0,1328,3,6,0,1,308,0,12,0,129500
707,50,6000,5,4,1954,69,0,0,811,811,811,576,0,1387,3,7,0,1,256,0,0,0,93000
708,62,7404,4,6,1920,103,0,0,861,861,861,0,0,861,2,5,0,2,288,0,0,0,80000
709,50,5925,2,4,1940,83,0,0,0,0,612,0,0,612,1,4,0,1,308,0,0,0,45000
710,50,5925,3,6,1910,113,0,0,600,600,600,368,0,968,2,6,0,0,0,0,0,0,37900
711,50,5784,5,8,1938,85,0,0,190,190,886,0,0,886,2,4,0,1,273,144,20,0,91300
712,60,8520,5,8,1923,100,0,0,624,624,792,0,0,792,2,5,0,1,287,0,0,0,99500
713,33,4456,4,5,1920,103,0,0,736,736,736,716,0,1452,2,8,0,0,0,0,0,0,113000
714,60,9600,4,4,1910,113,0,0,677,677,833,677,0,1510,3,7,0,2,720,0,0,0,87500
715,50,3500,5,7,1947,76,312,0,408,720,720,564,0,1284,2,5,0,1,240,0,35,0,110000
716,90,8100,5,5,1898,125,0,0,849,849,1075,1063,0,2138,2,11,0,2,360,40,156,0,106000
717,65,11700,7,7,1880,143,0,0,1240,1240,1320,1320,0,2640,4,8,1,4,864,181,0,0,265979
718,70,8400,6,7,1900,123,0,0,917,917,1090,917,0,2007,3,8,0,1,357,0,235,0,160000
719,60,3600,6,7,1917,106,0,0,624,624,664,624,0,1288,3,5,1,1,280,0,103,0,119000
720,121,17671,8,9,1882,141,216,0,700,916,916,826,0,1742,4,8,1,2,424,0,169,0,168000
721,,3300,4,3,1910,113,0,0,624,624,816,0,0,816,2,5,1,0,0,0,33,0,58500
722,50,9000,7,9,1920,103,624,0,26,650,832,650,0,1482,3,7,0,2,324,0,0,0,143000
723,60,7200,5,4,1910,113,247,465,310,1022,1022,0,0,1022,2,4,0,1,280,0,30,0,85000
724,98,8820,5,6,1890,133,1088,0,0,1088,1188,561,120,1869,2,7,0,2,456,48,0,0,124900
725,60,5400,6,6,1920,103,0,0,972,972,1044,0,436,1480,3,6,0,1,207,0,0,0,119000
726,60,9720,6,7,1910,113,0,0,741,741,780,741,0,1521,4,8,0,3,640,0,0,0,146500
727,60,7879,4,5,1920,103,495,0,225,720,720,0,0,720,2,4,0,0,0,0,523,0,34900
728,72,9392,3,3,1900,123,0,0,245,245,797,0,0,797,2,5,0,0,0,0,36,0,44000
729,144,21384,5,6,1923,100,1309,0,15,1324,1072,504,0,1576,3,6,1,2,528,0,312,0,223500
730,,6615,6,6,1923,100,0,0,1022,1022,1432,0,0,1432,3,6,1,1,216,266,61,0,149000
731,55,7264,7,7,1925,98,0,0,952,952,952,596,0,1548,3,5,0,2,672,74,0,0,205000
732,50,4960,5,7,1930,93,0,0,297,297,1001,653,0,1654,3,7,1,1,336,244,60,0,137000
733,,8854,6,6,1916,107,0,0,952,952,952,0,0,952,2,4,1,1,192,0,98,0,121000
734,50,6000,4,6,1936,87,672,0,0,672,757,567,0,1324,3,6,0,1,240,0,0,0,128000
735,50,6000,6,9,1937,86,0,0,698,698,786,390,0,1176,2,4,0,2,624,210,0,0,134900
736,50,6000,5,8,1925,98,0,0,884,884,884,464,0,1348,3,5,1,1,216,0,0,0,117000
737,50,6000,6,6,1939,84,0,0,780,780,825,587,0,1412,4,6,1,1,280,45,0,0,132500
738,60,6000,5,5,1924,99,220,0,248,468,822,320,0,1142,3,6,0,1,320,0,0,0,93000
739,50,6000,6,7,1926,97,0,0,884,884,904,0,0,904,2,4,0,1,180,0,0,0,119000
740,60,6911,5,5,1924,99,405,0,740,1145,1301,0,0,1301,2,5,0,2,440,0,0,0,100000
741,51,6120,5,6,1936,87,0,0,927,927,1067,472,0,1539,3,5,0,2,576,112,0,0,141500
742,51,6120,4,7,1935,88,0,0,884,884,989,584,0,1573,3,6,0,1,240,0,0,0,133000
743,51,6120,2,3,1936,87,0,0,264,264,800,0,0,800,1,4,1,0,0,0,0,0,60000
744,51,6120,5,7,1931,92,209,0,506,715,875,0,0,875,2,5,0,1,180,48,0,0,105000
745,51,6120,5,6,1925,98,0,0,960,960,995,0,0,995,2,5,0,1,264,0,15,0,115000
746,51,6120,5,6,1938,85,273,0,679,952,994,588,0,1582,3,6,1,1,250,189,0,0,150000
747,50,8635,5,5,1925,98,134,0,938,1072,1072,0,0,1072,2,5,0,5,1184,0,0,0,126500
748,,11888,6,6,1916,107,0,0,844,844,1445,689,0,2134,5,10,0,2,441,0,60,0,214500
749,60,11414,7,8,1910,113,0,0,728,728,1136,883,0,2019,3,8,0,2,532,509,135,0,167500
750,57,8094,6,6,1915,108,0,0,1048,1048,1048,720,0,1768,3,8,0,2,576,0,0,0,155000
751,50,2500,7,8,1915,108,299,0,611,910,916,910,0,1826,4,7,1,1,164,0,0,0,155000
752,68,9928,7,8,1915,108,0,0,672,672,1272,672,0,1944,3,8,0,1,216,24,28,400,179900
753,92,5520,6,6,1912,111,0,0,755,755,929,929,371,2229,5,8,0,0,0,0,198,0,104000
754,50,3000,5,1,1922,101,0,0,1040,1040,1088,1040,0,2128,4,11,0,0,0,0,56,0,62500
755,57,6876,6,5,1927,96,522,0,198,720,1146,784,0,1930,4,8,0,1,316,0,0,0,149000
756,52,6240,4,5,1925,98,152,0,628,780,848,0,360,1208,2,5,0,2,539,0,23,0,103000
757,,5775,6,7,1915,108,0,0,483,483,741,686,0,1427,3,7,0,1,379,0,24,0,123000
758,41,5852,7,5,1902,121,169,0,851,1020,978,886,0,1864,6,9,0,0,0,0,188,0,97500
759,60,5160,6,6,1927,96,0,0,1204,1204,1204,462,0,1666,3,4,0,1,384,0,0,0,135000
760,86,5160,4,6,1923,100,749,63,46,858,892,0,0,892,1,5,0,0,0,0,0,0,70000
761,60,10320,6,7,1915,108,276,262,160,698,754,649,0,1403,3,7,0,1,308,0,0,0,116000
762,50,4280,4,9,1946,77,0,0,560,560,704,0,0,704,2,4,0,1,220,0,0,0,88750
763,60,10800,5,5,1987,36,1200,0,0,1200,1200,0,0,1200,3,5,0,0,0,120,0,0,179000
764,60,10800,5,5,1987,36,1200,0,0,1200,1200,0,0,1200,3,5,0,0,0,120,0,0,179000
765,,10547,5,5,1978,45,1152,0,0,1152,1152,0,0,1152,2,6,0,1,252,0,0,0,159900
766,,10020,1,1,1922,101,350,0,333,683,904,0,0,904,1,4,0,0,0,0,0,0,61000
767,54,6629,6,6,1925,98,551,0,121,672,697,672,0,1369,3,6,0,1,300,147,0,0,103600
768,60,9780,5,3,1934,89,0,0,585,585,687,425,0,1112,4,6,0,1,226,0,0,0,63000
769,70,12886,5,6,1963,60,444,0,76,520,1464,0,0,1464,3,6,1,2,480,302,0,0,175000
770,80,8816,5,6,1963,60,651,0,470,1121,1121,0,0,1121,3,5,0,2,480,0,80,0,139000
771,70,11184,6,5,1978,45,226,500,192,918,918,765,0,1683,3,7,1,2,440,243,0,0,172500
772,75,11625,5,6,1967,56,527,0,525,1052,1052,0,0,1052,3,6,1,1,668,0,215,0,113500
773,65,7800,5,7,1967,56,450,0,414,864,899,0,0,899,3,5,0,1,288,64,0,0,130000
774,,8014,6,5,1978,45,456,0,0,456,1034,0,0,1034,3,5,1,2,504,0,0,0,149900
775,,7252,5,5,1982,41,685,0,173,858,858,0,0,858,2,5,0,2,576,120,0,0,134900
776,74,8740,5,6,1982,41,672,0,168,840,860,0,0,860,2,4,0,2,528,0,0,0,137000
777,,11616,5,5,1962,61,170,670,252,1092,1092,0,0,1092,3,6,1,1,288,0,20,0,139000
778,88,15400,5,5,1961,62,0,0,552,552,904,611,259,1774,4,8,1,1,384,290,40,0,165000
779,88,15312,6,5,1960,63,588,0,550,1138,1138,0,0,1138,3,6,1,2,480,0,0,0,148000
780,,15584,5,5,1956,67,0,0,825,825,2071,0,0,2071,4,9,1,1,336,131,28,0,165000
781,,9000,2,2,1947,76,0,0,0,0,660,0,0,660,2,5,0,0,0,0,0,0,63900
782,,11250,4,5,1957,66,0,0,1104,1104,1104,684,0,1788,5,8,2,1,304,120,0,0,161500
783,65,25095,5,8,1968,55,1324,0,113,1437,1473,0,0,1473,1,5,2,1,452,0,48,0,143000
784,,17140,4,6,1956,67,1059,0,75,1134,1229,0,0,1229,3,6,0,1,284,0,0,0,135000
785,,12342,4,5,1940,83,262,0,599,861,861,0,0,861,1,4,0,2,539,158,0,0,82500
786,,10708,5,5,1955,68,379,768,470,1617,1867,0,0,1867,2,7,3,1,303,476,0,0,190000
787,,13680,3,5,1955,68,0,0,0,0,1733,0,0,1733,4,8,1,2,452,0,0,0,139600
788,,15635,4,5,1954,69,0,0,0,0,1383,0,0,1383,2,6,0,2,498,0,0,0,122000
789,73,9855,6,5,1956,67,0,0,1436,1436,1689,0,0,1689,3,7,1,2,480,0,0,0,127500
790,68,9571,5,5,1956,67,257,0,816,1073,1073,0,0,1073,2,5,0,1,340,0,0,0,121500
791,68,9571,5,3,1958,65,0,0,1276,1276,1276,0,0,1276,3,5,0,1,350,0,0,0,60000
792,50,9350,6,7,1946,77,342,0,405,747,892,747,0,1639,3,6,1,1,240,0,50,0,154400
793,50,9340,4,6,1941,82,344,0,328,672,672,0,0,672,2,4,0,1,234,0,113,0,113000
794,62,7440,5,6,1954,69,173,0,916,1089,1089,0,0,1089,3,5,1,1,252,328,0,0,125000
795,,11500,4,3,1957,66,0,0,0,0,845,0,0,845,3,5,0,1,290,186,0,0,84000
796,42,4235,5,5,1984,39,552,393,104,1049,1049,0,0,1049,2,5,0,1,266,0,105,0,139500
797,60,11409,5,4,1949,74,292,0,476,768,1148,568,0,1716,3,8,1,1,281,0,0,0,131000
798,60,9060,6,5,1939,84,204,0,356,560,698,560,0,1258,2,6,0,1,280,0,0,0,105000
799,60,9084,4,5,1940,83,0,0,755,755,755,755,0,1510,4,7,1,1,296,120,0,0,108000
800,74,10778,7,6,1990,33,460,286,308,1054,1061,0,0,1061,1,4,0,2,462,114,36,0,162000
801,66,19255,6,5,1983,40,70,450,0,520,1338,0,0,1338,2,5,1,2,576,0,0,600,156500
802,79,12327,8,8,1983,40,1441,0,55,1496,1496,636,0,2132,1,5,1,2,612,349,40,0,316600
803,90,14684,7,7,1990,33,485,177,1496,2158,2196,0,0,2196,3,7,1,3,701,84,70,0,271900
804,75,9317,7,5,1993,30,513,0,227,740,1006,769,0,1775,3,7,1,2,425,234,72,0,213000
805,85,10560,7,5,1993,30,474,0,605,1079,1079,800,0,1879,3,8,1,2,473,400,100,0,239900
806,80,9828,8,5,1995,28,584,0,544,1128,1142,878,0,2020,3,8,1,2,466,0,155,0,239500
807,120,26400,5,7,1880,143,0,0,0,0,1288,728,0,2016,4,7,1,2,576,0,0,0,131000
808,64,7018,5,5,1979,44,0,0,0,0,1535,0,0,1535,4,8,0,2,410,0,0,0,118964
809,64,7018,5,5,1979,44,1086,0,0,1086,1224,0,0,1224,2,6,2,2,528,120,0,0,153337
810,64,7018,5,5,1979,44,0,0,0,0,1114,1114,0,2228,6,8,0,2,720,73,0,0,147983
811,64,7018,5,5,1979,44,0,0,0,0,1535,0,0,1535,4,8,0,2,400,0,0,0,118858
812,64,7018,5,5,1979,44,0,0,0,0,1535,0,0,1535,4,8,0,2,400,0,0,0,118858
813,64,7018,5,5,1979,44,0,0,0,0,1120,1120,0,2240,6,12,0,2,528,154,0,0,142953
814,64,7040,5,5,1979,44,1094,0,0,1094,1229,0,0,1229,2,6,2,2,672,120,0,0,148325
815,64,7007,5,5,1979,44,0,0,0,0,1513,0,0,1513,4,8,0,2,400,0,0,0,113722
816,,11855,7,5,2000,23,820,0,348,1168,1168,1619,0,2787,6,8,2,4,820,312,0,0,269500
817,,7939,7,5,2000,23,820,0,348,1168,1168,1619,0,2787,6,8,2,4,820,312,0,0,269500
818,,7976,7,5,2000,23,820,0,348,1168,1168,1619,0,2787,6,8,2,4,820,312,0,0,269500
819,84,10933,9,5,2009,14,1021,0,534,1555,1680,0,0,1680,1,8,1,3,1138,185,24,0,323262
820,79,10637,8,5,2007,16,1288,0,417,1705,1718,0,0,1718,3,7,1,3,826,208,44,0,297000
821,61,10226,8,5,2008,15,0,0,1622,1622,1630,0,0,1630,3,8,1,3,860,172,42,0,295493
822,65,10816,9,5,2008,15,1104,0,616,1720,1720,0,0,1720,3,8,1,3,846,208,104,0,332000
823,71,9178,8,5,2008,15,0,0,1468,1468,1468,0,0,1468,3,6,1,3,904,192,142,0,239900
824,68,10769,8,5,2007,16,20,0,846,866,866,902,0,1768,3,7,0,2,578,144,105,0,212000
825,77,11422,8,5,2007,16,1359,0,479,1838,1838,0,0,1838,3,7,2,2,524,154,222,0,272500
826,122,11923,9,5,2007,16,0,0,1800,1800,1800,0,0,1800,2,7,0,2,702,288,136,0,239000
827,68,8814,7,5,2006,17,1334,0,270,1604,1604,0,0,1604,3,8,1,2,660,123,110,0,220000
828,64,6762,7,5,2007,16,902,0,380,1282,1290,0,0,1290,2,6,1,2,662,168,0,0,200000
829,95,10324,8,5,2008,15,872,0,382,1254,1254,0,0,1254,2,5,0,3,810,168,92,0,221800
830,64,7314,7,5,2007,16,724,0,508,1232,1232,0,0,1232,2,6,0,2,632,132,0,0,194500
831,78,11645,8,5,2005,18,24,0,1474,1498,1498,0,0,1498,3,7,1,3,844,144,98,0,237000
832,79,11646,6,5,2005,18,0,0,704,704,704,718,0,1422,3,7,1,2,440,36,28,0,173000
833,,12800,7,5,1989,34,1518,0,0,1518,1644,0,0,1644,2,5,1,2,569,80,0,0,275000
834,,16698,7,5,1992,31,800,0,649,1449,944,815,0,1759,3,7,1,2,525,150,193,0,233500
835,,28698,5,5,1967,56,249,764,0,1013,1160,966,0,2126,3,7,0,2,538,486,0,0,185000
836,82,12464,5,5,1996,27,732,0,308,1040,1040,0,0,1040,3,6,0,2,576,168,0,0,152000
837,65,9757,5,7,1994,29,755,0,235,990,990,0,0,990,3,5,0,1,440,66,0,0,143000
838,65,15426,6,5,1997,26,821,0,107,928,928,836,0,1764,3,7,0,2,470,276,99,0,231500
839,43,10667,7,6,1996,27,385,344,70,799,827,834,0,1661,3,6,1,2,550,158,61,0,212000
840,65,14753,7,5,1998,25,950,0,513,1463,1463,0,0,1463,3,5,0,2,539,0,81,0,207000
841,112,10859,5,5,1994,29,0,0,1097,1097,1097,0,0,1097,3,6,0,2,672,392,64,0,145000
842,60,8072,5,5,1994,29,746,0,244,990,990,0,0,990,3,5,0,2,480,0,64,0,138000
843,80,10400,7,5,1998,25,0,0,866,866,866,913,0,1779,3,6,0,2,546,198,36,0,197900
844,78,10335,7,5,1999,24,679,0,811,1490,1501,0,0,1501,3,6,0,2,577,144,29,0,204000
845,68,9017,7,5,1999,24,560,0,871,1431,1431,0,0,1431,3,6,0,2,666,0,35,0,192000
846,70,8750,6,5,1998,25,606,0,322,928,928,844,0,1772,3,7,1,2,492,150,96,0,200000
847,68,8935,7,5,2002,21,0,0,831,831,831,829,0,1660,3,7,0,2,493,144,68,0,195000
848,67,9808,7,5,2002,21,788,0,785,1573,1573,0,0,1573,3,6,0,2,544,0,72,0,227000
849,79,12420,7,5,2001,22,666,0,278,944,944,896,0,1840,3,6,0,2,622,0,45,0,230000
850,67,16285,7,5,2001,22,0,0,1413,1413,1430,0,0,1430,3,6,0,2,605,0,33,0,187100
851,65,10739,7,5,2002,21,1259,0,172,1431,1444,0,0,1444,3,6,0,2,577,144,40,0,203000
852,75,11166,7,5,2001,22,24,0,1468,1492,1492,0,0,1492,3,6,1,2,608,0,114,0,201000
853,60,8430,5,5,1978,45,616,0,424,1040,1040,0,0,1040,3,5,0,0,0,0,0,0,124000
854,,16269,5,5,1978,45,625,0,282,907,907,0,0,907,3,5,0,1,343,72,0,0,140000
855,76,6950,5,7,1979,44,710,72,132,914,914,0,0,914,2,5,0,2,444,0,0,0,134900
856,61,8800,5,7,1977,46,532,144,364,1040,1040,0,0,1040,3,5,0,2,484,0,0,0,150500
857,,7000,5,8,1978,45,646,0,218,864,864,0,0,864,3,6,0,1,336,0,0,0,136500
858,,9286,5,7,1977,46,196,0,1072,1268,1268,0,0,1268,3,5,0,1,252,173,0,0,143500
859,36,15523,5,6,1972,51,460,0,404,864,864,0,0,864,3,5,1,1,338,0,0,0,133500
860,60,7200,5,5,1972,51,777,0,117,894,894,0,0,894,2,6,0,2,600,215,0,0,123000
861,60,7200,5,8,1972,51,660,0,108,768,768,0,0,768,2,5,0,1,396,192,0,0,133900
862,70,8445,5,7,1972,51,656,0,112,768,768,0,0,768,2,5,0,2,396,58,0,0,133000
863,90,11664,7,5,2002,21,1234,0,335,1569,1611,0,0,1611,3,6,0,3,1231,262,93,0,250000
864,,12334,8,5,2003,20,0,0,1068,1068,1068,1116,0,2184,4,8,1,2,570,192,132,0,254750
865,,11838,8,5,2001,22,0,0,1753,1753,1788,0,0,1788,3,7,1,2,522,202,151,0,236500
866,,11885,8,5,2001,22,990,0,309,1299,1299,573,0,1872,3,7,1,2,531,160,122,0,261500
867,,11050,9,5,2000,23,904,0,536,1440,1476,677,0,2153,3,8,2,3,736,253,142,0,313000
868,70,8749,7,5,2002,21,0,0,840,840,840,885,0,1725,3,6,0,2,550,0,48,0,198500
869,,11250,7,5,2001,22,0,0,944,944,944,926,0,1870,3,6,0,2,608,256,43,0,211000
870,90,15750,8,5,1999,24,1246,0,216,1462,1513,0,0,1513,2,5,1,2,521,135,34,0,220000
871,73,11883,7,5,1996,27,690,0,814,1504,1504,0,0,1504,3,6,1,2,478,115,66,0,203000
872,,12782,8,5,2002,21,1360,0,462,1822,1828,0,0,1828,3,7,1,2,523,194,144,0,279500
873,70,8750,7,5,1997,26,1111,0,306,1417,1417,0,0,1417,3,7,1,2,511,60,0,0,210000
874,,9375,7,5,1997,26,739,0,318,1057,1057,977,0,2034,3,8,0,2,645,576,36,0,219500
875,70,8750,7,5,1996,27,0,0,880,880,909,807,0,1716,2,7,1,2,512,0,120,0,191000
876,70,9100,7,5,2001,22,0,0,1212,1212,1212,0,0,1212,3,6,0,2,573,356,0,0,178000
877,75,9750,7,5,2000,23,0,0,1630,1630,1630,0,0,1630,3,6,1,2,451,74,234,0,213000
878,,4435,6,5,2003,20,685,0,163,848,848,0,0,848,1,4,0,2,420,140,0,0,144000
879,,4435,6,5,2003,20,685,0,163,848,848,0,0,848,1,4,0,2,420,140,0,0,140000
880,85,10200,8,5,2007,16,1478,0,100,1578,1602,0,0,1602,3,7,1,3,810,0,48,0,293200
881,65,9313,7,5,2004,19,0,0,864,864,864,864,0,1728,3,7,0,2,572,187,56,0,190000
882,63,8487,7,5,2004,19,20,0,1480,1500,1500,0,0,1500,3,6,0,2,570,192,36,0,190000
883,64,8633,6,5,2005,18,193,0,545,738,738,738,0,1476,3,7,0,2,540,100,35,0,173500
884,85,11069,6,5,2007,16,0,0,608,608,608,788,0,1396,3,6,1,2,440,100,36,0,170000
885,67,8777,4,5,1949,74,0,0,0,0,1126,0,0,1126,2,5,0,2,520,0,96,0,108000
886,75,9937,5,7,1964,59,637,0,849,1486,1486,0,0,1486,3,7,0,2,480,0,0,0,167000
887,67,8877,4,6,1938,85,690,0,126,816,816,0,0,816,2,3,1,1,288,0,0,0,100000
888,64,7301,7,5,2003,20,0,0,0,0,495,1427,0,1922,4,7,1,2,672,0,0,0,198500
889,75,7950,6,6,1977,46,535,0,155,690,698,728,0,1426,3,6,0,2,440,252,0,0,159500
890,80,10682,4,6,1960,63,399,0,615,1014,1149,0,0,1149,3,7,0,1,544,0,240,0,127000
891,72,7200,6,6,1976,47,631,0,410,1041,1125,0,0,1125,3,6,1,1,352,296,0,0,125000
892,86,13286,9,5,2007,16,1234,0,464,1698,1698,0,0,1698,3,8,1,3,768,327,64,0,320000
893,35,3675,6,5,2005,18,547,0,0,547,1072,0,0,1072,2,5,0,2,525,0,28,0,145500
894,50,9405,5,9,1947,76,0,0,698,698,698,0,0,698,2,4,0,0,0,0,200,0,118000
895,64,6410,4,5,1959,64,332,243,301,876,876,0,0,876,3,5,0,1,320,0,0,0,85000
896,70,11767,5,5,1950,73,1078,0,0,1078,1368,0,0,1368,3,6,0,1,195,0,41,900,120000
897,50,8405,4,3,1945,78,0,0,0,0,1088,441,0,1529,4,9,0,1,240,92,0,0,98000
898,56,4060,5,8,1922,101,0,0,864,864,864,0,0,864,2,4,0,0,0,0,96,0,99900
899,74,10206,3,3,1952,71,0,0,0,0,944,0,0,944,2,4,0,2,528,0,0,0,82000
900,65,10926,5,5,1959,64,0,0,1678,1678,1678,0,0,1678,6,10,0,0,0,0,0,0,119900
901,70,11767,5,5,1956,67,546,0,604,1150,1560,0,0,1560,2,7,1,1,313,0,0,0,103500
902,,8926,4,3,1956,67,0,0,672,672,960,0,0,960,3,5,0,1,288,64,0,0,112000
903,67,12354,6,8,1920,103,0,0,684,684,684,512,0,1196,3,7,0,2,528,0,46,800,110000
904,45,8212,5,6,1941,82,626,0,94,720,854,444,0,1298,3,6,2,1,256,84,0,0,122000
905,60,10998,5,5,1941,82,408,420,156,984,984,620,0,1604,3,6,0,2,660,0,68,0,117000
906,70,6300,5,4,1938,85,832,0,0,832,832,436,0,1268,3,7,2,1,250,0,0,0,160000
907,55,4500,5,5,1932,91,182,0,611,793,848,672,0,1520,3,6,0,1,281,0,0,0,159434
908,60,8400,2,5,1920,103,290,0,0,290,438,0,0,438,1,3,0,1,246,0,0,0,60000
909,60,9900,6,7,1940,83,0,0,778,778,944,545,0,1489,3,7,1,1,240,335,0,0,139500
910,102,15863,7,3,1920,103,523,0,301,824,1687,998,397,3082,5,12,2,2,672,136,63,0,197000
911,43,5707,6,6,1935,88,0,0,583,583,647,595,0,1242,3,6,1,1,180,329,96,0,105000
912,65,7804,4,3,1928,95,622,0,500,1122,1328,653,0,1981,4,7,2,2,576,431,44,0,135000
913,64,8574,6,8,1916,107,0,0,816,816,1232,0,0,1232,3,6,1,2,440,0,0,0,147500
914,51,6171,6,6,1925,98,264,0,712,976,1160,448,0,1608,3,7,1,1,216,147,16,0,137450
915,60,7200,7,9,1936,87,350,210,0,560,575,560,0,1135,3,6,0,2,576,256,0,0,155000
916,57,7558,6,6,1928,95,0,0,896,896,1172,741,0,1913,3,9,1,2,342,0,0,0,177000
917,52,6292,7,7,1928,95,0,0,861,861,877,600,0,1477,3,6,1,1,216,0,50,0,145000
918,53,7155,7,8,1918,105,0,0,600,600,628,600,0,1228,3,6,1,1,215,0,113,0,137000
919,53,10918,7,9,1926,97,0,0,1276,1276,1276,804,0,2080,3,9,2,1,282,0,0,0,234000
920,60,13680,5,6,1940,83,728,0,112,840,840,727,0,1567,2,6,2,2,440,0,21,0,205000
921,,7500,6,7,1942,81,547,0,224,771,753,741,0,1494,3,7,2,1,213,0,0,0,177500
922,130,9600,5,7,1940,83,428,0,300,728,976,332,0,1308,2,7,2,1,256,0,70,0,160000
923,80,14680,5,4,1960,63,793,0,480,1273,1273,0,0,1273,2,5,0,1,307,483,0,0,155000
924,80,13360,5,7,1921,102,713,0,163,876,964,0,0,964,2,5,0,2,432,0,0,0,163500
925,54,7681,5,6,1921,102,0,0,731,731,820,523,0,1343,3,7,1,1,186,192,0,0,154900
926,,8145,7,6,1940,83,246,0,674,920,1240,1240,0,2480,5,13,2,2,400,0,0,0,205000
927,70,9100,5,6,1954,69,154,694,264,1112,1112,0,0,1112,2,6,1,1,390,0,0,0,144800
928,75,12000,7,7,1941,82,275,0,429,704,860,704,0,1564,3,7,1,1,234,0,0,0,174500
929,90,13339,6,6,1960,63,65,875,621,1561,1561,0,0,1561,3,6,1,2,463,0,148,0,193000
930,78,15600,5,7,1949,74,312,507,248,1067,986,537,0,1523,3,7,1,1,295,0,0,0,158000
931,80,14000,6,8,1950,73,0,0,1092,1092,1152,0,0,1152,3,6,1,1,300,0,36,0,158500
932,100,17500,6,5,1954,69,784,435,91,1310,1906,0,0,1906,3,6,2,2,576,0,201,0,224000
933,24,1733,6,6,1980,43,0,0,516,516,516,516,0,1032,2,5,1,2,452,279,0,0,115000
934,24,1488,6,6,1980,43,471,0,90,561,561,668,0,1229,2,5,1,2,462,176,0,0,137000
935,24,1612,6,6,1980,43,0,0,561,561,561,668,0,1229,2,5,1,2,462,154,0,0,121000
